-0.45084,-0.26398,-0.061095,1,18
-0.46914,-0.27469,-0.050719,2,19
-0.47175,-0.27622,-0.038227,2,20
-0.47583,-0.27861,-0.025714,7,21
-0.48485,-0.28389,-0.013044,8,22
-0.48325,-0.28296,0,7,23
-0.50038,-0.29298,0.013462,7,24
-0.49652,-0.29073,0.026832,4,25
-0.48552,-0.28428,0.039343,4,26
-0.51431,-0.30114,-0.1709,2,11
-0.48117,-0.28173,0.052019,9,27
-0.60107,-0.35194,-0.18234,3,12
-0.49027,-0.28706,0.066438,4,28
-0.64993,-0.38055,-0.17845,6,13
-0.49052,-0.28721,0.079885,5,29
-0.67021,-0.39243,-0.16508,5,14
-0.499,-0.29218,0.095003,7,30
-0.47999,-0.28104,0.1048,9,31
-0.45167,-0.26256,-0.061095,1,18
-0.45278,-0.26321,-0.048861,2,19
-0.47261,-0.27474,-0.038227,3,20
-0.47671,-0.27712,-0.025714,8,21
-0.48747,-0.28337,-0.013091,8,22
-0.47895,-0.27842,0,7,23
-0.49611,-0.2884,0.013323,7,24
-0.4888,-0.28414,0.026366,4,25
-0.4242,-0.24659,-0.15311,1,10
-0.49331,-0.28677,0.039901,5,26
-0.51525,-0.29952,-0.1709,2,11
-0.48205,-0.28022,0.052019,9,27
-0.59214,-0.34422,-0.1793,3,12
-0.48086,-0.27953,0.065044,4,28
-0.62252,-0.36188,-0.17061,3,13
-0.48114,-0.27969,0.078215,5,29
-0.60041,-0.34903,-0.14762,4,14
-0.4965,-0.28862,0.094354,7,30
-0.47917,-0.27855,0.10443,9,31
-0.44887,-0.25947,-0.060631,1,18
-0.46032,-0.26609,-0.049604,2,19
-0.47156,-0.27258,-0.038087,3,20
-0.48257,-0.27895,-0.025994,8,21
-0.4795,-0.27718,-0.012859,8,22
-0.48136,-0.27825,0,7,23
-0.49162,-0.28418,0.013184,9,24
-0.48776,-0.28195,0.026273,5,25
-0.43802,-0.2532,-0.15787,1,10
-0.49574,-0.28656,0.04004,5,26
-0.51598,-0.29826,-0.1709,2,11
-0.48273,-0.27904,0.052019,9,27
-0.60805,-0.35148,-0.18386,3,12
-0.49702,-0.2873,0.067135,6,28
-0.61161,-0.35354,-0.16739,3,13
-0.48525,-0.2805,0.078772,5,29
-0.5623,-0.32504,-0.13805,4,14
-0.49379,-0.28544,0.093706,7,30
-0.49006,-0.28328,0.10665,9,31
-0.44968,-0.25806,-0.060631,1,18
-0.45079,-0.25869,-0.04849,2,19
-0.47241,-0.2711,-0.038087,3,20
-0.48345,-0.27743,-0.025994,8,21
-0.4769,-0.27368,-0.012766,8,22
-0.48224,-0.27674,0,8,23
