-0.44939,-0.25456,-0.060398,1,18
-0.43663,-0.24734,-0.046818,2,19
-0.47912,-0.27141,-0.038506,6,20
-0.47803,-0.27079,-0.025621,8,21
-0.47669,-0.27003,-0.01272,8,22
-0.47681,-0.2701,0,8,23
-0.49408,-0.27988,0.013184,9,24
-0.48846,-0.2767,0.02618,7,25
-0.43191,-0.24466,-0.15489,1,10
-0.49128,-0.27829,0.039482,5,26
-0.50685,-0.28711,-0.16704,2,11
-0.47648,-0.26991,0.051091,12,27
-0.61783,-0.34998,-0.18589,4,12
-0.49433,-0.28002,0.066438,7,28
-0.56218,-0.31845,-0.15309,2,13
-0.48768,-0.27625,0.078772,8,29
-0.50214,-0.28444,-0.12267,3,14
-0.49455,-0.28014,0.093381,10,30
-0.48225,-0.27318,0.10443,11,31
-0.45192,-0.25412,-0.060631,1,18
-0.43914,-0.24694,-0.047003,2,19
-0.48345,-0.27186,-0.038785,7,20
-0.48237,-0.27124,-0.025807,8,21
-0.47579,-0.26755,-0.012673,8,22
-0.4794,-0.26958,0,10,23
-0.49322,-0.27735,0.013137,9,24
-0.49281,-0.27712,0.026366,7,25
-0.42269,-0.23769,-0.15132,1,10
-0.48519,-0.27283,0.038924,5,26
-0.49937,-0.28081,-0.16428,1,11
-0.4808,-0.27037,0.051462,12,27
-0.59363,-0.33381,-0.17829,3,12
-0.4952,-0.27846,0.066438,7,28
-0.54621,-0.30715,-0.14848,2,13
-0.4851,-0.27278,0.078215,8,29
-0.47575,-0.26752,-0.11601,3,14
-0.49026,-0.27569,0.092409,11,30
-0.47625,-0.26781,0.10294,11,31
-0.44053,-0.246,-0.059005,1,18
-0.43814,-0.24467,-0.046818,2,19
-0.47903,-0.2675,-0.038366,7,20
-0.48142,-0.26884,-0.025714,8,21
-0.47309,-0.26418,-0.01258,8,22
-0.47496,-0.26523,0,10,23
-0.49578,-0.27686,0.013184,9,24
-0.49189,-0.27468,0.026273,7,25
-0.4234,-0.23643,-0.15132,1,10
-0.48774,-0.27237,0.039064,5,26
-0.49517,-0.27651,-0.16263,1,11
-0.4816,-0.26894,0.051462,12,27
-0.598,-0.33394,-0.1793,4,12
-0.49429,-0.27603,0.066206,7,28
-0.49275,-0.27516,-0.13372,2,13
-0.48763,-0.2723,0.078494,8,29
-0.46971,-0.2623,-0.11435,3,14
-0.49453,-0.27615,0.093057,11,30
-0.4719,-0.26352,0.10183,11,31
-0.436,-0.24188,-0.058308,1,18
-0.43882,-0.24344,-0.046818,3,19
-0.48152,-0.26713,-0.038506,6,20
-0.47693,-0.26459,-0.025435,8,21
-0.47557,-0.26383,-0.012627,9,22
-0.4792,-0.26584,0,10,23
-0.48956,-0.27159,0.012998,9,24
-0.49615,-0.27525,0.026459,7,25
-0.4885,-0.271,0.039064,5,26
-0.50098,-0.27793,-0.16428,1,11
-0.47364,-0.26276,0.050533,13,27
-0.58878,-0.32663,-0.17626,3,12
-0.48985,-0.27175,0.065509,7,28
-0.51564,-0.28606,-0.13972,1,13
-0.48666,-0.26998,0.078215,8,29
-0.49012,-0.2719,0.092084,11,30
-0.47091,-0.26125,0.10146,11,31
-0.44011,-0.24266,-0.058772,1,18
-0.4412,-0.24325,-0.047003,3,19
-0.47872,-0.26394,-0.038227,6,20
-0.47412,-0.26141,-0.025248,8,21
-0.47101,-0.25969,-0.012487,10,22
-0.47289,-0.26073,0,10,23
-0.49027,-0.27031,0.012998,9,24
-0.48462,-0.26719,0.025807,7,25
-0.41798,-0.23045,-0.14894,1,10
-0.48222,-0.26587,0.038506,5,26
-0.48656,-0.26826,-0.15932,1,11
-0.47607,-0.26248,0.050719,13,27
-0.57269,-0.31575,-0.1712,3,12
-0.49404,-0.27239,0.065974,7,28
-0.4891,-0.26966,0.078494,8,29
-0.48737,-0.26871,0.091436,12,30
-0.47848,-0.26381,0.10294,11,31
-0.46523,-0.2547,-0.062024,1,18
-0.44541,-0.24386,-0.047375,3,19
-0.48301,-0.26444,-0.038506,5,20
-0.4749,-0.26,-0.025248,8,21
-0.47178,-0.25829,-0.012487,10,22
-0.47541,-0.26028,0,10,23
-0.49458,-0.27077,0.013091,10,24
-0.48541,-0.26575,0.025807,7,25
-0.42201,-0.23105,-0.15013,1,10
-0.48126,-0.26348,0.038366,5,26
-0.48061,-0.26312,-0.15711,1,11
-0.4786,-0.26202,0.050905,13,27
-0.59229,-0.32427,-0.17677,3,12
-0.4931,-0.26997,0.065741,7,28
-0.47947,-0.2625,0.076824,8,29
-0.49163,-0.26916,0.092084,12,30
-0.46892,-0.25672,0.10072,11,31
-0.45027,-0.24478,-0.059934,1,18
-0.48203,-0.26205,-0.038366,4,20
-0.4704,-0.25573,-0.024969,10,21
-0.4743,-0.25784,-0.012534,10,22
-0.47267,-0.25696,0,10,23
-0.49187,-0.26739,0.012998,10,24
-0.48795,-0.26527,0.0259,7,25
-0.48905,-0.26586,0.038924,7,26
-0.45605,-0.24792,-0.14884,1,11
-0.47937,-0.2606,0.050905,13,27
-0.56605,-0.30772,-0.16867,3,12
-0.49216,-0.26755,0.065509,7,28
-0.47851,-0.26013,0.076545,8,29
-0.48549,-0.26393,0.090787,12,30
-0.47486,-0.25815,0.10183,13,31
-0.43745,-0.23613,-0.069865,0,17
-0.444,-0.23967,-0.059005,1,18
-0.44334,-0.23932,-0.047003,3,19
-0.48457,-0.26157,-0.038506,3,20
-0.47292,-0.25528,-0.025062,11,21
-0.47506,-0.25644,-0.012534,10,22
-0.47343,-0.25556,0,11,23
-0.48738,-0.26308,0.012859,9,24
-0.48874,-0.26382,0.0259,7,25
-0.48632,-0.26251,0.038645,7,26
-0.48014,-0.25918,0.050905,13,27
-0.5891,-0.31799,-0.17525,3,12
-0.49295,-0.26609,0.065509,7,28
-0.48451,-0.26154,0.07738,9,29
-0.48974,-0.26436,0.091436,12,30
-0.47908,-0.25861,0.10257,13,31
-0.44471,-0.23835,-0.059005,1,18
-0.44054,-0.23612,-0.046632,3,19
-0.46424,-0.24882,-0.036831,3,20
-0.47191,-0.25293,-0.024969,11,21
-0.47053,-0.25219,-0.012395,10,22
-0.47947,-0.25698,0,10,23
-0.48816,-0.26164,0.012859,10,24
-0.49128,-0.26331,0.025994,7,25
-0.48534,-0.26013,0.038506,7,26
-0.4774,-0.25587,0.050533,13,27
-0.57298,-0.3071,-0.17018,3,12
-0.49199,-0.26369,0.065277,7,28
-0.49052,-0.2629,0.078215,9,29
-0.48705,-0.26104,0.090787,12,30
-0.48331,-0.25904,0.10331,12,31
-0.44292,-0.2359,-0.046818,3,19
-0.47017,-0.25042,-0.03725,3,20
-0.47433,-0.25263,-0.025062,11,21
-0.47649,-0.25378,-0.012534,11,22
-0.47308,-0.25197,0,11,23
-0.49237,-0.26224,0.012952,10,24
-0.49549,-0.2639,0.02618,9,25
-0.4913,-0.26167,0.038924,7,26
-0.47455,-0.25275,0.050162,13,27
-0.51572,-0.27468,-0.15296,2,12
-0.48917,-0.26053,0.064812,7,28
-0.48596,-0.25883,0.07738,9,29
-0.48947,-0.26069,0.091112,12,30
-0.47705,-0.25408,0.10183,13,31
-0.4395,-0.23231,-0.069865,0,17
-0.44432,-0.23486,-0.058772,1,18
-0.4419,-0.23358,-0.046632,3,19
-0.4833,-0.25546,-0.038227,3,20
-0.47336,-0.25021,-0.024969,11,21
-0.47375,-0.25041,-0.012441,11,22
-0.47034,-0.24861,0,11,23
-0.48789,-0.25789,0.012812,10,24
-0.49455,-0.26141,0.026087,9,25
-0.48507,-0.2564,0.038366,7,26
-0.46478,-0.24567,0.049047,14,27
-0.47553,-0.25136,-0.14081,2,12
-0.48998,-0.259,0.064812,7,28
-0.48327,-0.25545,0.076824,9,29
-0.49029,-0.25916,0.091112,12,30
-0.48132,-0.25441,0.10257,13,31
-0.4397,-0.23085,-0.058075,1,18
-0.44255,-0.23234,-0.046632,3,19
-0.45752,-0.2402,-0.036134,3,20
-0.47229,-0.24796,-0.024876,11,21
-0.46913,-0.2463,-0.012302,10,22
-0.46926,-0.24637,0,11,23
-0.49038,-0.25745,0.012859,10,24
-0.49351,-0.2591,0.025994,9,25
-0.49108,-0.25782,0.038785,8,26
-0.47076,-0.24715,0.049604,14,27
-0.45396,-0.23833,-0.13422,2,12
-0.48895,-0.2567,0.06458,9,28
-0.48398,-0.2541,0.076824,9,29
-0.49101,-0.25779,0.091112,12,30
-0.47681,-0.25033,0.10146,13,31
-0.43907,-0.22886,-0.069587,0,17
-0.44215,-0.23046,-0.058308,1,18
-0.46177,-0.24069,-0.036413,3,20
-0.47302,-0.24655,-0.024876,11,21
-0.46986,-0.24491,-0.012302,11,22
-0.47176,-0.2459,0,11,23
-0.48759,-0.25415,0.012766,10,24
-0.49428,-0.25763,0.025994,9,25
-0.47946,-0.24991,0.037808,7,26
-0.47325,-0.24667,0.04979,14,27
-0.48971,-0.25525,0.06458,9,28
-0.47946,-0.24991,0.075989,9,29
-0.49002,-0.25542,0.090787,13,30
-0.4758,-0.248,0.10109,13,31
-0.44459,-0.23006,-0.05854,2,18
-0.45099,-0.23337,-0.047375,3,19
-0.47843,-0.24757,-0.037668,3,20
-0.47198,-0.24423,-0.024782,11,21
-0.47059,-0.24351,-0.012302,11,22
-0.46894,-0.24266,0,11,23
-0.48479,-0.25086,0.012673,10,24
-0.49149,-0.25433,0.025807,9,25
-0.48551,-0.25124,0.038227,8,26
-0.46868,-0.24252,0.049233,14,27
-0.48693,-0.25197,0.064115,10,28
-0.48724,-0.25213,0.077102,9,29
-0.48902,-0.25305,0.090463,13,30
-0.4713,-0.24388,0.099982,13,31
-0.44034,-0.2264,-0.069587,0,17
-0.45049,-0.23162,-0.059237,2,18
-0.44629,-0.22946,-0.046818,3,19
-0.46843,-0.24084,-0.036831,3,20
-0.47084,-0.24208,-0.024689,12,21
-0.46944,-0.24136,-0.012255,11,22
-0.46957,-0.24143,0,11,23
-0.489,-0.25142,0.012766,10,24
-0.49216,-0.25304,0.025807,9,25
-0.48617,-0.24996,0.038227,8,26
-0.47285,-0.24312,0.049604,14,27
-0.49289,-0.25342,0.064812,10,28
-0.47076,-0.24204,-0.12542,1,13
-0.48614,-0.24995,0.076824,9,29
-0.48968,-0.25177,0.090463,13,30
-0.48068,-0.24714,0.10183,13,31
-0.44277,-0.22599,-0.069865,1,17
-0.44764,-0.22848,-0.058772,1,18
-0.44874,-0.22904,-0.047003,3,19
-0.46381,-0.23673,-0.036413,3,20
-0.47689,-0.24341,-0.024969,12,21
-0.47016,-0.23997,-0.012255,11,22
-0.47028,-0.24004,0,11,23
-0.49153,-0.25088,0.012812,10,24
-0.49291,-0.25158,0.025807,9,25
-0.48158,-0.2458,0.037808,8,26
-0.46825,-0.239,0.049047,14,27
-0.49187,-0.25105,0.06458,9,28
-0.43508,-0.22207,-0.11574,0,13
-0.48688,-0.2485,0.076824,9,29
-0.48867,-0.24942,0.090139,13,30
-0.48141,-0.24571,0.10183,13,31
-0.44768,-0.22673,-0.046818,3,19
-0.46277,-0.23437,-0.036273,3,20
-0.47231,-0.2392,-0.024689,12,21
-0.46913,-0.23759,-0.012209,11,22
-0.46925,-0.23765,0,11,23
-0.48875,-0.24753,0.01272,10,24
-0.49191,-0.24913,0.025714,9,25
-0.48769,-0.24699,0.038227,8,26
-0.47255,-0.23932,0.049419,14,27
-0.48734,-0.24681,0.063883,10,28
-0.53647,-0.2717,-0.14249,1,13
-0.48589,-0.24608,0.076545,9,29
-0.4398,-0.22274,-0.10479,3,14
-0.48593,-0.2461,0.089491,13,30
-0.47692,-0.24154,0.10072,13,31
-0.44891,-0.22597,-0.058772,2,18
-0.44468,-0.22384,-0.046446,3,19
-0.46156,-0.23234,-0.036134,3,20
-0.47289,-0.23805,-0.024689,12,21
-0.47685,-0.24004,-0.012395,12,22
-0.46804,-0.23561,0,11,23
-0.48756,-0.24543,0.012673,10,24
-0.49073,-0.24703,0.025621,9,25
-0.48473,-0.244,0.037948,8,26
-0.47136,-0.23727,0.049233,14,27
