-0.44325,-0.24107,-0.059005,1,18
-0.44609,-0.24261,-0.047375,3,19
-0.49776,-0.27071,-0.039622,3,20
-0.47562,-0.25867,-0.025248,10,21
-0.47777,-0.25984,-0.012627,10,22
-0.47262,-0.25704,0,10,23
-0.49357,-0.26844,0.013044,10,24
-0.4844,-0.26344,0.025714,7,25
-0.48199,-0.26213,0.038366,7,26
-0.45938,-0.24984,-0.14995,1,11
-0.47583,-0.25878,0.050533,13,27
-0.58129,-0.31614,-0.17322,3,12
-0.48862,-0.26574,0.065044,7,28
-0.48368,-0.26306,0.07738,8,29
-0.48891,-0.2659,0.091436,12,30
-0.48517,-0.26387,0.10406,12,31
-0.44567,-0.24077,-0.059237,1,18
-0.44326,-0.23947,-0.047003,3,19
-0.47745,-0.25794,-0.037948,3,20
-0.47986,-0.25924,-0.025435,11,21
-0.47321,-0.25565,-0.012487,10,22
-0.47158,-0.25477,0,10,23
-0.48729,-0.26325,0.012859,10,24
-0.48865,-0.26399,0.0259,7,25
-0.48974,-0.26458,0.038924,7,26
-0.4753,-0.25678,-0.15491,1,11
-0.4783,-0.2584,0.050719,13,27
-0.57196,-0.309,-0.17018,3,12
-0.49635,-0.26815,0.065974,7,28
-0.47919,-0.25888,0.076545,8,29
-0.48965,-0.26453,0.091436,12,30
-0.47899,-0.25877,0.10257,13,31
-0.44984,-0.2414,-0.059701,1,18
-0.44042,-0.23635,-0.046632,3,19
-0.46059,-0.24717,-0.036552,3,20
-0.4753,-0.25507,-0.025155,11,21
-0.4704,-0.25244,-0.012395,10,22
-0.47405,-0.2544,0,10,23
-0.48978,-0.26284,0.012905,10,24
-0.48586,-0.26073,0.025714,7,25
-0.48696,-0.26133,0.038645,7,26
-0.47727,-0.25612,0.050533,14,27
-0.57794,-0.31015,-0.1717,3,12
-0.48835,-0.26207,0.064812,7,28
-0.48689,-0.26129,0.077659,9,29
-0.49039,-0.26316,0.091436,12,30
-0.47452,-0.25465,0.10146,13,31
-0.46841,-0.24948,-0.03711,3,20
-0.47257,-0.25169,-0.024969,11,21
-0.47472,-0.25284,-0.012487,10,22
-0.47132,-0.25103,0,11,23
-0.48884,-0.26036,0.012859,10,24
-0.48844,-0.26015,0.025807,7,25
-0.48778,-0.25979,0.038645,7,26
-0.47807,-0.25462,0.050533,13,27
-0.52085,-0.27741,-0.15448,2,12
-0.49092,-0.26147,0.065044,7,28
-0.48072,-0.25603,0.076545,8,29
-0.48947,-0.26069,0.091112,12,30
-0.47531,-0.25315,0.10146,13,31
-0.44257,-0.23393,-0.05854,1,18
-0.4419,-0.23358,-0.046632,3,19
-0.45155,-0.23868,-0.035715,3,20
-0.47689,-0.25207,-0.025155,11,21
-0.47198,-0.24948,-0.012395,10,22
-0.47211,-0.24954,0,10,23
-0.48966,-0.25882,0.012859,10,24
-0.48749,-0.25768,0.025714,7,25
-0.48683,-0.25733,0.038506,7,26
-0.47535,-0.25126,0.050162,14,27
-0.48237,-0.25497,-0.14283,2,12
-0.48823,-0.25807,0.06458,7,28
-0.48677,-0.2573,0.07738,9,29
-0.49378,-0.261,0.09176,13,30
